CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_middlegames_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
4r1k1/p4ppp/8/1p3P2/1Q2B3/3P2P1/4q2P/2r1N1RK b - - 7 27,4r1k1/p4pp1/7p/1p3P2/1Q2B3/3P2P1/4q2P/2r1N1RK w - - 0 28,h7h6,0.59549,-0.44097
5nk1/4r2p/3b2p1/1q1b1Q2/3P4/1pBN2PP/1P1K1P2/R6R w - - 0 36,5nk1/4r2p/3b2p1/1q1b2Q1/3P4/1pBN2PP/1P1K1P2/R6R b - - 1 36,f5g5,-0.31136,0.46707
1r3bk1/p4p2/b1p1pPpp/3rP3/3pNB2/1P1P3R/P5PP/5RK1 b - - 1 26,1r3bk1/p4p2/b1p1pP1p/3rP1p1/3pNB2/1P1P3R/P5PP/5RK1 w - - 0 27,g6g5,-0.3376,0.49322
1B2k3/p2p1pp1/Bp2b1p1/2r1b2r/P7/2P4P/1P3PP1/R3R1K1 w - - 11 26,4k3/B2p1pp1/Bp2b1p1/2r1b2r/P7/2P4P/1P3PP1/R3R1K1 b - - 0 26,b8a7,0.22274,-0.06713
r4r2/b3qpk1/2p2Rpp/1p2P3/1P1P1p2/PB5P/2Q1N1PK/8 b - - 0 29,r4r2/b3qpk1/2p2Rpp/1p2P3/1P1P4/PB3p1P/2Q1N1PK/8 w - - 0 30,f4f3,-0.5078,0.66329
5rk1/1p1qbrpp/p1p1n3/P2pPp1P/1P1P1P2/3Q1NP1/3B1K2/2R4R w - - 2 33,5rk1/1p1qbrpp/p1p1n3/P2pPp1P/1P1P1P2/3Q2P1/3B1K2/2R1N2R b - - 3 33,f3e1,0.31528,-0.1598
r6k/ppp3b1/7p/4p3/1PP1N1Pq/3QBr2/P2R1P2/5RK1 b - - 2 30,r6k/ppp3b1/7p/4p3/1PP1N1q1/3QBr2/P2R1P2/5RK1 w - - 0 31,h4g4,-0.61518,0.45975
r3r3/2q2p1k/6pp/1pbPp3/p1b1P3/2P2NNP/1P4PK/R1QR4 b - - 1 31,4r3/2q2p1k/r5pp/1pbPp3/p1b1P3/2P2NNP/1P4PK/R1QR4 w - - 2 32,a8a6,0.60687,-0.45145
1nbq1r1k/3r1p1p/p1p1p2Q/1p3p2/P1pP4/2P3P1/3NPPBP/R4RK1 w - - 0 16,1nbq1r1k/3r1p1p/p1p1p2Q/1p3p2/P1pP4/2P3P1/3NPPBP/RR4K1 b - - 1 16,f1b1,0.50286,-0.34758
5r2/2p3k1/1pPp2q1/p7/2P3p1/1P1R3p/P3Qr2/4RNK1 w - - 2 45,5r2/2p3k1/1pPp2q1/p7/2P3p1/1P1R3p/P4r2/3QRNK1 b - - 3 45,e2d1,-0.3982,0.5534
5rk1/1b2Pp1p/p4Pq1/1p4B1/1bp3Q1/4P3/P5PP/2R3K1 b - - 0 25,5rk1/1b2Pp2/p4Pqp/1p4B1/1bp3Q1/4P3/P5PP/2R3K1 w - - 0 26,h7h6,0.21833,-0.37335
5rk1/1b3ppp/p2Qp3/4N3/2P5/6P1/4qP1P/3R2K1 w - - 6 29,5rk1/1b3ppp/p2Qp3/4N3/2P5/6P1/4qP1P/5RK1 b - - 7 29,d1f1,-0.55658,0.40175
4r1k1/pb3Npp/1p2Pb2/2p2P1Q/2p5/2nrB3/P5PP/R5K1 b - - 1 25,4r1k1/p4Npp/1pb1Pb2/2p2P1Q/2p5/2nrB3/P5PP/R5K1 w - - 2 26,b7c6,-0.46565,0.31085
2bq2k1/p3bp1p/3p1np1/2pP1PP1/2P5/PrN2Q2/7P/1BB2RK1 b - - 0 25,2bq2k1/p3bp1p/3p2p1/2pP1PP1/2P3n1/PrN2Q2/7P/1BB2RK1 w - - 1 26,f6g4,-0.52742,0.68216
3r2k1/p5pp/2p3n1/q1p5/2P5/4P1P1/P1Q4P/BR4K1 w - - 1 31,3r2k1/p5pp/2p3n1/q1p2Q2/2P5/4P1P1/P6P/BR4K1 b - - 2 31,c2f5,0.15993,-0.00526
2r2rk1/p1nqppbp/1pp3p1/2PpPbP1/3P1P1P/PP4N1/1B2B3/R2QK2R w KQ - 2 21,2r2rk1/p1nqppbp/1pp3p1/2PpPbPP/3P1P2/PP4N1/1B2B3/R2QK2R b KQ - 0 21,h4h5,0.33487,-0.18057
6k1/ppr3p1/5b1p/1q1p3Q/3P4/P7/P5PP/K2R3R w - - 2 23,6k1/ppr3p1/5b1p/1q1p4/3P4/P6Q/P5PP/K2R3R b - - 3 23,h5h3,-0.30536,0.45972
1r4rk/3b1nnp/p2p1ppq/2pPp3/PpP1PbPP/1P2NN2/2B1QPR1/R1B2K2 w - - 13 30,1r4rk/3b1nnp/p2p1ppq/2pPp3/PpP1PbPP/1P2NN2/2B1QP2/R1B2KR1 b - - 14 30,g2g1,-0.16393,0.31818
1b6/4r3/2p1rn1k/1p1p2p1/pP1PbpPp/P1P2B1P/1B1N1P2/2R1R1K1 w - - 9 50,1b6/4r3/2p1rn1k/1p1p2p1/pP1PBpPp/P1P4P/1B1N1P2/2R1R1K1 b - - 0 50,f3e4,-0.37125,0.52548
3rr1k1/1q2bpp1/ppb2n1p/2ppBB2/3P4/4PQN1/PP3PPP/3R1RK1 b - - 10 19,3rr1k1/1q1nbpp1/ppb4p/2ppBB2/3P4/4PQN1/PP3PPP/3R1RK1 w - - 11 20,f6d7,-0.19531,0.34942
r5k1/ppp2prp/2n2Q2/3q4/2pN2b1/5NP1/PPP2P1P/R3R1K1 w - - 1 19,r5k1/ppp2prp/2n5/3q4/2pN1Qb1/5NP1/PPP2P1P/R3R1K1 b - - 2 19,f6f4,0.49915,-0.34507
1r4k1/p1p2q2/3pb2p/2p1p1p1/4Q3/P1PPN3/2P2PPP/5RK1 b - - 3 20,1r6/p1p2qk1/3pb2p/2p1p1p1/4Q3/P1PPN3/2P2PPP/5RK1 w - - 4 21,g8g7,-0.20806,0.36213
2r1r1k1/3b1pp1/Q1p4p/P2p2q1/1P2n3/3NR2P/2P2PPN/R5K1 b - - 6 31,2r1r1k1/3b1pp1/Q1p4p/P5q1/1P1pn3/3NR2P/2P2PPN/R5K1 w - - 0 32,d5d4,-0.51298,0.66697
r4rk1/pp3pp1/2nbb3/3N3n/4PP1q/1N5P/PP1B2B1/R2Q1RK1 b - - 0 17,r4rk1/pp3pp1/2nbb3/3N4/4PP1q/1N4nP/PP1B2B1/R2Q1RK1 w - - 1 18,h5g3,-0.21014,0.364
3r2k1/1p3ppp/5n2/2P5/1P1qp3/r1NN1PP1/3KQ1P1/1RR5 w - - 3 25,3r2k1/1p3ppp/5n2/2P5/1P1qp3/r1NN1PP1/1R1KQ1P1/2R5 b - - 4 25,b1b2,-0.75382,0.90759
3q1rk1/p1p1n1p1/1rn4p/1p1p1p2/3P4/3BPP2/PPQB1PRP/2K4R b - - 1 16,3q1rk1/p1p1n1p1/1r5p/1p1p1p2/3n4/3BPP2/PPQB1PRP/2K4R w - - 0 17,c6d4,-0.36423,0.51785
1k4r1/2p5/p7/pb1p1p2/1q1P1P2/2r1PN2/PQ3KP1/1R5R w - - 11 46,1k4r1/2p5/p7/pb1p1p2/Pq1P1P2/2r1PN2/1Q3KP1/1R5R b - - 0 46,a2a4,0.31832,-0.16482
r1b2r1k/pp2q1pp/1n1R4/1N3p2/4p3/1QP5/PP3PPP/1K3B1R w - - 8 19,r1b2r1k/pp2q1pp/1n1R4/1N3p2/1Q2p3/2P5/PP3PPP/1K3B1R b - - 9 19,b3b4,-0.03304,-0.12039
2r3k1/4pp1p/6p1/5b2/B7/2b2PP1/Pr2PB1P/2RR2K1 b - - 4 24,2r3k1/4pp1p/6p1/5b2/B7/2b2PP1/P3rB1P/2RR2K1 w - - 0 25,b2e2,0.00461,0.14872
k3r3/2R2R2/p3q2p/P7/1p1br3/5QP1/2P5/5N1K w - - 3 41,k3r3/2RR4/p3q2p/P7/1p1br3/5QP1/2P5/5N1K b - - 4 41,f7d7,0.31114,-0.15789
6k1/1p3pp1/1ppp1r1p/4rPqN/1PP1P3/P2P1BQb/7P/R5K1 b - - 3 34,5k2/1p3pp1/1ppp1r1p/4rPqN/1PP1P3/P2P1BQb/7P/R5K1 w - - 4 35,g8f8,-0.59008,0.74335
2Q5/2p1bk1p/p2p2b1/1p1Pp3/6PP/P7/1Pq2B2/5NK1 b - - 0 36,2Q5/2p1bk1p/p2p2b1/1p1Pp3/6PP/P7/1P3B2/3q1NK1 w - - 1 37,c2d1,0.29319,-0.14013
2bq4/1p3rkp/2r2pp1/3npP2/Pp1p2P1/1B1P2NQ/1PP2R1P/4R2K w - - 0 24,2bq4/1p3rkp/2r2pP1/3np3/Pp1p2P1/1B1P2NQ/1PP2R1P/4R2K b - - 0 24,f5g6,0.20302,-0.35625
2rr2k1/ppbnqp1p/2p1pn2/2Pp2p1/3P4/PPN1PBPb/1B3PNP/2RQR1K1 b - - 1 17,2rr2k1/ppbnqp1p/2p2n2/2Ppp1p1/3P4/PPN1PBPb/1B3PNP/2RQR1K1 w - - 0 18,e6e5,0.0572,0.09578
r2b2rk/1p5q/3p1p1n/p2PpPpp/P3Q3/2P1N2P/1P3PK1/R1B1R3 w - - 0 28,r2b2rk/1p5q/3p1p1n/p2PpPpp/P3Q3/2P1N2P/1P3P2/R1B1RK2 b - - 1 28,g2f1,-0.4015,0.55445
1k1n2rr/1pp1b3/3p4/1Q2p3/4P1qp/P1P1B1P1/1R3P2/4RNK1 w - - 0 28,1k1n2rr/1pp1b3/3p4/1Q2p3/4P1qp/P1P1B1P1/1R3P1N/4R1K1 b - - 1 28,f1h2,-0.44686,0.59977
r3k3/p1p1r1b1/b1p5/q4pN1/2PP4/1R6/P1Q1N1P1/R4K2 b q - 5 27,r3k3/p1p1r1b1/b7/q1p2pN1/2PP4/1R6/P1Q1N1P1/R4K2 w q - 0 28,c6c5,-0.13006,0.28284
r3k1r1/ppB2p1p/5n2/3P1b2/2PP3P/6p1/PP1NBpP1/R4K2 b q - 0 21,r5r1/ppBk1p1p/5n2/3P1b2/2PP3P/6p1/PP1NBpP1/R4K2 w - - 1 22,e8d7,0.2743,-0.12165
1r1r2k1/pp1b1pqp/4p1p1/2P5/3nN3/3B2Q1/P1P2PPP/1R2R1K1 w - - 10 19,1r1r2k1/pp1b1pqp/4p1p1/2P5/3nN2Q/3B4/P1P2PPP/1R2R1K1 b - - 11 19,g3h4,0.28147,-0.12882
1r2nrk1/2qbbppp/p1npp3/8/P2NPP2/2N1BB2/1P3QPP/2R2R1K b - - 4 20,1r2nrk1/1q1bbppp/p1npp3/8/P2NPP2/2N1BB2/1P3QPP/2R2R1K w - - 5 21,c7b7,-0.35129,0.50379
r2qk2r/3nbppp/p3pn2/2p5/PpNPP3/5N2/1PQ2PPP/R1B2RK1 w kq - 0 15,r2qk2r/3nbppp/p3pn2/2pP4/PpN1P3/5N2/1PQ2PPP/R1B2RK1 b kq - 0 15,d4d5,0.46836,-0.31612
r5r1/5p1k/3pq2p/p1b1pN2/Q1b1P3/5N2/1PP3PP/2KR3R b - - 5 27,1r4r1/5p1k/3pq2p/p1b1pN2/Q1b1P3/5N2/1PP3PP/2KR3R w - - 6 28,a8b8,0.4426,-0.2904
2kr4/pp2bp1r/2b1p3/q3B1P1/1np2NQ1/1PN5/P1PP1P2/1K1RR3 b - - 5 21,2kr4/pp2bp2/2b1p3/q3B1P1/1np2NQ1/1PN5/P1PP1P2/1K1RR2r w - - 6 22,h7h1,-0.50775,0.65984
b4k1r/p1r2p2/1p2p1Rp/4P2N/3P1R1P/3q4/P4QP1/6K1 w - - 2 35,b4k1r/p1r2p2/1p2p2p/4P2N/3P1RRP/3q4/P4QP1/6K1 b - - 3 35,g6g4,0.73092,-0.5789
r3k3/1pp2qp1/1b1pNpr1/p2PnN1p/P3P3/7Q/5PPP/1R4K1 b q - 1 23,3rk3/1pp2qp1/1b1pNpr1/p2PnN1p/P3P3/7Q/5PPP/1R4K1 w - - 2 24,a8d8,0.54885,-0.39687
r1b4r/pp1nb1k1/7p/2q1P3/3p2PP/2P3Q1/PP1N4/2KR1B1R w - - 0 19,r1b4r/pp1nb1k1/7p/2q1P1P1/3p3P/2P3Q1/PP1N4/2KR1B1R b - - 0 19,g4g5,-0.35025,0.50218
3q1rk1/pb4pp/1p2p3/3p1PPQ/3P4/1P1p4/PBr4P/R4RK1 w - - 0 21,3q1rk1/pb4pp/1p2P3/3p2PQ/3P4/1P1p4/PBr4P/R4RK1 b - - 0 21,f5e6,-0.47257,0.32071
1q6/4r1k1/1p1p1p2/2nPp1pp/4PnP1/2P2P2/Q1P2B1P/R4BK1 w - - 1 33,1q6/4r1k1/1p1p1p2/2nPp1pp/4PnP1/2P2P1P/Q1P2B2/R4BK1 b - - 0 33,h2h3,0.33477,-0.18309
2r1nrk1/1p1bbppp/p2pp3/5PP1/3NP3/4N1Q1/PqP3BP/3R1R1K b - - 0 19,4nrk1/1p1bbppp/p2pp3/2r2PP1/3NP3/4N1Q1/PqP3BP/3R1R1K w - - 1 20,c8c5,-0.33009,0.48184
5r1k/4R2p/p5p1/8/2BbQ3/5PKP/3q4/8 w - - 5 55,5r1k/5R1p/p5p1/8/2BbQ3/5PKP/3q4/8 b - - 6 55,e7f7,-0.7889,0.94039
3r1r1k/1Rp3p1/p6p/3nN2q/3Q4/P4PP1/5P2/4R1K1 b - - 0 30,3rr2k/1Rp3p1/p6p/3nN2q/3Q4/P4PP1/5P2/4R1K1 w - - 1 31,f8e8,-0.52963,0.68116
2r2n1k/5p1p/5N1Q/p2R4/Ppr5/6P1/2q2P2/5RK1 w - - 10 34,2r2n1k/5p1p/5N1Q/p2R4/Ppr5/6P1/2q2P2/3R2K1 b - - 11 34,f1d1,0.71905,-0.5676
4r1k1/pp4p1/2p4p/3p2qn/3P3N/2P1rPP1/PP2pQPK/4R2R b - - 5 27,4r1k1/pp6/2p3pp/3p2qn/3P3N/2P1rPP1/PP2pQPK/4R2R w - - 0 28,g7g6,0.92559,-0.77428
6k1/p1q1pp2/1p4p1/n1rP3p/3QP3/4NPP1/P6P/5RK1 w - - 1 24,6k1/p1q1pp2/1p4p1/n1rP3p/3QP1P1/4NP2/P6P/5RK1 b - - 0 24,g3g4,-0.19301,0.34431
3qr2k/6pp/8/1p6/2nQ2P1/2Pp4/1P4PP/5RBK w - - 1 35,3qr2k/6pp/8/1p6/2nQ2P1/1PPp4/6PP/5RBK b - - 0 35,b2b3,-0.54806,0.69933
r3b1rk/p3q2p/1b1p1p1B/1p1PpP1N/2p1P1BN/2Pn1Q2/PnR3PK/5R2 w - - 8 32,r3b1rk/p3q2p/1b1p1p1B/1p1PpP1N/2p1P1BN/2Pn1QP1/PnR4K/5R2 b - - 0 32,g2g3,-0.00285,0.15408
5r1k/ppp3b1/8/4p2p/1PP3q1/3QBrN1/P2R1PK1/7R b - - 1 33,5r1k/ppp5/7b/4p2p/1PP3q1/3QBrN1/P2R1PK1/7R w - - 2 34,g7h6,-0.54653,0.69775
3r1rk1/2pqbppp/p7/1p2Pb2/8/1BP1BPQ1/PP5P/R4RK1 w - - 1 18,3r1rk1/2pqbppp/p7/1p2Pb2/7P/1BP1BPQ1/PP6/R4RK1 b - - 0 18,h2h4,-0.19962,0.3508
r1b2rnk/ppb4q/2p2p2/4pPp1/7p/2P1N2P/PPB1QPP1/2BR1RK1 w - - 0 25,r1b2rnk/ppb4q/2p2p2/4pPp1/7p/2P1N1PP/PPB1QP2/2BR1RK1 b - - 0 25,g2g3,0.67772,-0.52656
5r1k/7p/pb6/1p2P1p1/1P1p2Q1/5q2/P2B2RP/7K w - - 0 35,5r1k/7p/pb6/1p2P1B1/1P1p2Q1/5q2/P5RP/7K b - - 0 35,d2g5,-0.02527,0.17597
6k1/1b2r2p/3q4/2r1N3/Q3pP2/3p2P1/P5P1/2R1R1K1 w - - 0 30,6k1/1b2r2p/3q4/2r1N3/Q3pP2/3p2P1/P5P1/3RR1K1 b - - 1 30,c1d1,-0.3871,0.5378
3rr1k1/ppq2ppp/2pbpn2/8/2PP4/3B2P1/PP1BQP1P/3R1RK1 w - - 3 17,3rr1k1/ppq2ppp/2pbpn2/8/2PP4/2BB2P1/PP2QP1P/3R1RK1 b - - 4 17,d2c3,0.22782,-0.07716
8/1p1r2k1/2n3pp/1Q6/P2Nq3/6P1/3RPP2/6K1 b - - 0 38,8/1p4k1/2n3pp/1Q6/P2rq3/6P1/3RPP2/6K1 w - - 0 39,d7d4,-0.70194,0.85236
1k5r/1p1Qnp2/p3pq2/2b5/4p3/P7/1PPNBPP1/1K1R4 b - - 2 24,1k5r/1p1Qnp2/p3p3/2b5/3qp3/P7/1PPNBPP1/1K1R4 w - - 3 25,f6d4,-0.69351,0.84384
r1b2r2/5pk1/1q1p1npp/p1pP4/Pp2PR2/4Q2P/1PP1B1P1/RN4K1 b - - 0 20,r1b1r3/5pk1/1q1p1npp/p1pP4/Pp2PR2/4Q2P/1PP1B1P1/RN4K1 w - - 1 21,f8e8,-0.04079,0.19106
3r1r1k/pp4pp/2p5/b1q1PP2/4QP2/1PpR4/P1P4P/B4R1K w - - 6 27,3r1r1k/pp4pp/2p1P3/b1q2P2/4QP2/1PpR4/P1P4P/B4R1K b - - 0 27,e5e6,0.62426,-0.47419
r6r/p1qk1P2/2p3p1/2b1n2p/5Q2/2N5/PP3nPP/R1B1KB1R w KQ - 0 17,r6r/p1qk1P2/2p2Qp1/2b1n2p/8/2N5/PP3nPP/R1B1KB1R b KQ - 1 17,f4f6,-0.49328,0.64335
r1b1rk2/2p2ppQ/ppp5/4P3/1b3P2/2q5/P1B3PP/2B2RK1 w - - 1 20,r1b1rk2/2p2ppQ/ppp5/4PP2/1b6/2q5/P1B3PP/2B2RK1 b - - 0 20,f4f5,-0.27461,0.12455
2r2rk1/pp3ppp/1b1p4/3P1n2/8/P2Q1B2/1q1N1PPP/R4RK1 w - - 0 20,2r2rk1/pp3ppp/1b1p4/3P1n2/2N5/P2Q1B2/1q3PPP/R4RK1 b - - 1 20,d2c4,-0.50758,0.65763
4b3/pp2b1kp/2q1ppp1/3p4/1P1P2P1/P3QN2/2B2PP1/6K1 w - - 5 26,4b3/pp2b1kp/2q1ppp1/3p2P1/1P1P4/P3QN2/2B2PP1/6K1 b - - 0 26,g4g5,-0.67194,0.82191
r2qk2r/2p1bppp/p1n3b1/1pnpP3/8/2P4P/PP1N1PPN/RBB1QRK1 w kq - 5 16,r2qk2r/2p1bppp/p1n3b1/1pnpP3/8/1NP4P/PP3PPN/RBB1QRK1 b kq - 6 16,d2b3,0.00465,0.14532
5r1k/p1nr1qpp/1p6/3pQp2/1P3N2/P5P1/3RPP1P/2R3K1 w - - 9 25,5r1k/p1nr1qpp/1pR5/3pQp2/1P3N2/P5P1/3RPP1P/6K1 b - - 10 25,c1c6,0.67736,-0.52739
4r1k1/4bppp/2Np1n2/1q1P4/1p6/1P1n2P1/3B1PBP/3Q1RK1 w - - 3 27,4r1k1/4bppp/2Np1n2/1q1P2B1/1p6/1P1n2P1/5PBP/3Q1RK1 b - - 4 27,d2g5,0.47994,-0.33002
r3k3/pp1b3p/2p2q2/8/3QPrp1/8/PPPN3R/4R1K1 w - - 4 30,r3k3/pp1b3p/2p2q2/8/4Prp1/4Q3/PPPN3R/4R1K1 b - - 5 30,d4e3,0.44519,-0.29534
2kr2r1/bppn1pR1/p2p1n2/P5Qp/1P1PP3/2P1BB1q/3NK3/R7 b - - 2 20,2kr2r1/bppn1pR1/p2pqn2/P5Qp/1P1PP3/2P1BB2/3NK3/R7 w - - 3 21,h3e6,-0.11905,0.26889
6k1/2q2ppp/1p1bpn2/p2pn3/3N4/1P1b2PB/PBN1PP1P/2Q3K1 w - - 0 23,6k1/2q2ppp/1p1bpn2/p2pn3/3N1P2/1P1b2PB/PBN1P2P/2Q3K1 b - - 0 23,f2f4,0.24151,-0.09168
r5k1/1pp3np/p1n3p1/1q1p2N1/3P2P1/5Q1P/PP2rP2/R1R2NK1 b - - 2 23,r5k1/1pp1r1np/p1n3p1/1q1p2N1/3P2P1/5Q1P/PP3P2/R1R2NK1 w - - 3 24,e2e7,-0.38474,0.23494
8/5rk1/1p1Q1p2/3Pp1p1/2P1qnP1/8/5B2/R4BK1 b - - 0 40,8/5r2/1p1Q1pk1/3Pp1p1/2P1qnP1/8/5B2/R4BK1 w - - 1 41,g7g6,-0.38439,0.53416
1r3k2/p7/1qpp1np1/2r5/4PP2/2NR3P/PP4Q1/2K1R3 b - - 2 33,1r3k2/p7/q1pp1np1/2r5/4PP2/2NR3P/PP4Q1/2K1R3 w - - 3 34,b6a6,-0.39525,0.54498
2b3rk/5p1p/1q3p2/pp2pPr1/4Bb2/P2P1PN1/1PP1R2P/5RQK b - - 18 26,2bq2rk/5p1p/5p2/pp2pPr1/4Bb2/P2P1PN1/1PP1R2P/5RQK w - - 19 27,b6d8,0.41153,-0.26198
r1bq1rk1/pp2b1pp/1n6/3p1p2/3P1N2/2PQ1PP1/P5BP/R1B1R1K1 b - - 3 15,r1bq1rk1/pp4pp/1n1b4/3p1p2/3P1N2/2PQ1PP1/P5BP/R1B1R1K1 w - - 4 16,e7d6,-0.25173,0.40122
5rk1/r2qbpnp/np1p2pB/1N1Qp3/1PP1P1P1/5N1P/5P2/1R3KR1 b - - 3 24,5rk1/r1nqbpnp/1p1p2pB/1N1Qp3/1PP1P1P1/5N1P/5P2/1R3KR1 w - - 4 25,a6c7,-0.40316,0.25403
2r3rk/7p/1pqbp3/p1pp4/P2PpP2/1QP1P3/1P1BR2P/R6K b - - 5 23,2r1q1rk/7p/1p1bp3/p1pp4/P2PpP2/1QP1P3/1P1BR2P/R6K w - - 6 24,c6e8,0.46866,-0.31954
4r3/7k/8/5q1p/6pR/2Q2pP1/4rP2/3R2K1 b - - 32 65,4r3/7k/8/4q2p/6pR/2Q2pP1/4rP2/3R2K1 w - - 33 66,f5e5,0.49621,-0.3471
2r3k1/4qppp/p2rpb2/8/PpBN4/1P3P2/1B3P1P/3RQ1K1 w - - 1 26,2r3k1/4qppp/p2rpb2/8/PpBN4/1P1R1P2/1B3P1P/4Q1K1 b - - 2 26,d1d3,-0.29489,0.44394
2r1b1k1/ppq3r1/4p1n1/PPPp1p2/3P1Ppp/2RBB3/2Q3PP/R5K1 w - - 1 41,2r1b1k1/ppq3r1/P3p1n1/1PPp1p2/3P1Ppp/2RBB3/2Q3PP/R5K1 b - - 0 41,a5a6,0.78549,-0.63662
4rk2/3br1p1/2pq1p1p/1p3P1N/p2Pp1PP/1PP1Q3/P4R2/4R1K1 b - - 0 25,4r1k1/3br1p1/2pq1p1p/1p3P1N/p2Pp1PP/1PP1Q3/P4R2/4R1K1 w - - 1 26,f8g8,-0.49194,0.64079
R7/p1k1r1b1/b1p5/q4p2/2Pp4/8/P1QNN1P1/5K2 b - - 3 33,R7/p1k1r1b1/b1p5/2q2p2/2Pp4/8/P1QNN1P1/5K2 w - - 4 34,a5c5,0.70129,-0.55262
r1b2r1k/p1q3pp/2pbpn2/1p3p2/2BPn1P1/1QN1PN1P/PP3P2/2KRBR2 w - - 0 15,r1b2r1k/p1q3pp/2pbBn2/1p3p2/3Pn1P1/1QN1PN1P/PP3P2/2KRBR2 b - - 0 15,c4e6,-0.28261,0.43123
2b1q2k/8/p2r3r/1p1p1pRQ/2pP1N2/4P3/PP6/1B4RK b - - 10 40,2b2q1k/8/p2r3r/1p1p1pRQ/2pP1N2/4P3/PP6/1B4RK w - - 11 41,e8f8,-0.61631,0.76484
1r4n1/2p2r1k/1p1p2qb/p2Ppb2/P1P5/1PN2PN1/1K1Q4/6RR w - - 2 28,1r4n1/2p2r1k/1p1p2qb/p2Ppb2/P1P5/1PN2PN1/1K6/4Q1RR b - - 3 28,d2e1,-0.3048,0.45329
2k1r3/p1q4p/2p1r3/2p1PpB1/1nPp4/3P1B2/P1P3PP/4QRK1 w - - 1 22,2k1r3/p1q4p/2p1r3/2p1PpB1/1nPp4/3P1B2/P1PQ2PP/5RK1 b - - 2 22,e1d2,0.31429,-0.1658
4rrk1/pppb4/5n1p/3P2pq/3Qn3/2P3PN/PP4BP/R3RN1K w - - 4 22,4rrk1/pppb4/5n1p/3P2pq/3Qn3/2P3P1/PP3NBP/R3RN1K b - - 5 22,h3f2,-0.51248,0.66092
8/p1Nrppk1/3P1q2/6p1/2pR2P1/P2bQ2P/1n6/R5K1 b - - 1 30,5k2/p1Nrpp2/3P1q2/6p1/2pR2P1/P2bQ2P/1n6/R5K1 w - - 2 31,g7f8,-0.45528,0.60367
r6k/5qpp/p6n/2p1RrP1/8/1PP4P/P4Q2/4R1K1 w - - 0 31,r6k/5qpp/p6n/2p1RrP1/8/1PP4P/P5Q1/4R1K1 b - - 1 31,f2g2,-0.79429,0.64594
r4rk1/pp3ppp/1qnbb3/3p4/4n3/1P1NN1P1/PB3PBP/R2Q1RK1 b - - 0 15,3r1rk1/pp3ppp/1qnbb3/3p4/4n3/1P1NN1P1/PB3PBP/R2Q1RK1 w - - 1 16,a8d8,0.34339,-0.19505
r6r/pp3Q2/2pq1pp1/8/3Pbk2/1BP3R1/PP4PP/6K1 w - - 5 28,r6r/pp3Q2/2pqBpp1/8/3Pbk2/2P3R1/PP4PP/6K1 b - - 6 28,b3e6,-0.52848,0.67679
3r1rk1/1pp3pp/1pn5/1B2pq2/1P2n3/2P3PP/P3QP1K/R1B2R2 w - - 0 20,3r1rk1/1pp3pp/1pn5/1B2pq2/1P2n1P1/2P4P/P3QP1K/R1B2R2 b - - 0 20,g3g4,-0.05891,0.20722
r1bq1rk1/pp4pp/5p2/n2pNP2/1bpP2P1/4B3/PP2P1BP/2RQ1RK1 b - - 2 17,r1bq1rk1/p5pp/5p2/np1pNP2/1bpP2P1/4B3/PP2P1BP/2RQ1RK1 w - - 0 18,b7b5,0.11343,0.03477
R7/6pk/2p5/5r2/1q1Pp1p1/5bQ1/3P1R2/6K1 w - - 0 49,3R4/6pk/2p5/5r2/1q1Pp1p1/5bQ1/3P1R2/6K1 b - - 1 49,a8d8,-0.42475,0.57292
1r3rk1/1p3ppp/p1bN4/2PBb3/8/1P4P1/1PR2P1P/3R2K1 b - - 2 23,1r1r2k1/1p3ppp/p1bN4/2PBb3/8/1P4P1/1PR2P1P/3R2K1 w - - 3 24,f8d8,-0.60059,0.74856
5rk1/2q1ppb1/6pp/p1pPn3/Pp6/1N1PR1P1/2Q2P1P/1R4K1 b - - 3 27,2r3k1/2q1ppb1/6pp/p1pPn3/Pp6/1N1PR1P1/2Q2P1P/1R4K1 w - - 4 28,f8c8,-0.19216,0.34009
r1bq1rk1/pp3p1p/1np1pbp1/6N1/2PP1B1P/3B4/P3QPP1/1R1R2K1 b - - 0 19,r1bq1rk1/pp3p1p/1np1p1p1/6N1/2Pb1B1P/3B4/P3QPP1/1R1R2K1 w - - 0 20,f6d4,-0.3436,0.49149
2r3k1/6pp/p3pr2/2N2p2/1p1P1Pnq/2n1P3/P1B2PRP/5QRK w - - 2 26,2r3k1/6pp/Q3pr2/2N2p2/1p1P1Pnq/2n1P3/P1B2PRP/6RK b - - 0 26,f1a6,0.27242,-0.12459
2b3rk/4q1rp/2p1pn2/pp6/1P1P2p1/PB2P1R1/4QN1P/5R1K w - - 0 47,2b3rk/4q1rp/2p1pn2/pp6/1P1P2p1/PB1NP1R1/4Q2P/5R1K b - - 1 47,f2d3,-0.40464,0.55239
